player,nation,position,team,age,birth_year,matches_played,Starts,minutes,90s,goals,assists,G+A,G-PK,PK,PKatt,yellow_cards,red_cards,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!.1,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,market_value_eur,age_tm,nationality_tm,age_num,pos_group,cluster_kmeans,cluster_dbscan,pca_x,pca_y,cluster_label
Milton Valenzuela,ar ARG,DF,Independiente,27-309,1998.0,6,3,303,3.3666666666666667,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.1881,0.297,25.0,1.19,0.3,0.0,0.0,51.0,21.0,75.0,2,3,26.0,10,0.71,4.0,5.0,-1.0,-0.3,-0.69,0,2.0792,0.5941,1,1.4851,0.8911,0.8911,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,550000.0,27.0,Argentina,27.0,Defensor,4,0,-1.7679,-0.3092,Defensor — alto market_value_eur
Luciano Vallejo,ar ARG,DF,Atlé Tucumán,22-020,2004.0,6,4,338,3.7555555555555555,0.0,0.0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.2663,0.2663,100.0,0.27,0.27,0.0,0.0,56.0,23.5,73.0,0,2,24.0,9,1.17,2.0,5.0,-3.0,-0.8,-0.64,1,1.8639,1.0651,0,1.3314,0.7988,1.8639,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,50000.0,22.0,Argentina,22.0,Defensor,4,0,-2.0357,0.226,Defensor — alto market_value_eur
Lautaro Vargas,ar ARG,DF,Unión,21-137,2005.0,15,15,1298,14.422222222222222,0.0,0.1387,2,0,0,0,8,0,0.0,0.14,0.14,0.0,0.14,0.416,0.0693,16.7,0.42,0.07,0.0,0.0,87.0,90.1,87.0,12,0,,0,1.41,21.0,17.0,4.0,0.28,0.28,0,0.832,0.624,1,5.0616,0.9014,1.7334,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,21.0,Argentina,21.0,Defensor,0,-1,1.3068,2.6678,Defensor defensivo puro
Ignacio Vázquez,ar ARG,DF,Platense,29-003,1997.0,11,11,990,11.0,0.0909,0.0,1,0,1,1,2,0,0.09,0.0,0.09,0.0,0.0,0.4545,0.0909,20.0,0.45,0.09,0.0,0.0,90.0,68.8,90.0,11,0,,0,1.27,6.0,7.0,-1.0,-0.09,0.71,0,0.6364,1.3636,0,0.1818,1.6364,1.9091,,,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,2500000.0,29.0,Argentina,29.0,Defensor,3,-1,1.1372,-0.3031,Defensor de bajo impacto
Federico Vera,ar ARG,DF,Huracán,28-086,1998.0,6,5,450,5.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,75.0,31.3,88.0,4,1,11.0,3,1.83,5.0,4.0,1.0,0.2,-0.07,0,1.8,1.4,0,2.6,1.8,1.6,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1000000.0,28.0,Argentina,28.0,Defensor,4,0,-1.5916,0.0772,Defensor — alto market_value_eur
Alex Vigo,ar ARG,DF,Talleres–C,27-051,1999.0,8,4,369,4.1,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2439,0.0,0.0,0.24,0.0,0.0,0.0,46.0,25.6,71.0,1,4,21.0,6,1.88,2.0,2.0,0.0,0.0,-0.34,0,1.4634,0.2439,1,2.6829,1.9512,2.1951,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,27.0,Argentina,27.0,Defensor,4,0,-1.7989,0.2529,Defensor — alto market_value_eur
Maximiliano Villa,uy URU,DF,Atlé Tucumán,29-107,1997.0,12,11,999,11.1,0.0901,0.0901,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0.4505,0.1802,40.0,0.45,0.18,0.2,0.5,83.0,69.4,89.0,9,1,21.0,3,1.0,12.0,11.0,1.0,0.09,1.31,0,1.5315,0.4505,1,3.1532,1.7117,1.1712,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,375000.0,29.0,Uruguay,29.0,Defensor,0,-1,-0.0758,0.9795,Defensor defensivo puro
Iván Villalba,py PAR,DF,Ind. Rivadavia,31-150,1995.0,14,11,1031,11.455555555555556,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6111,0.1746,28.6,0.61,0.17,0.0,0.0,74.0,71.6,82.0,8,3,43.0,2,1.87,17.0,11.0,6.0,0.52,-1.24,0,1.0475,1.1348,0,0.0873,0.8729,1.3094,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,800000.0,31.0,Paraguay,31.0,Defensor,1,0,0.2007,-0.5425,Defensor mixto
Matías Viña,uy URU,"DF,MF",River Plate,28-221,1997.0,8,5,402,4.466666666666667,0.0,0.0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.3433,0.2239,16.7,1.34,0.22,0.0,0.0,50.0,27.9,70.0,2,3,17.0,7,2.1,6.0,3.0,3.0,0.67,0.06,1,2.0149,1.1194,0,4.2537,1.1194,1.1194,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,3500000.0,28.0,Uruguay,28.0,Defensor,4,-1,-0.9417,0.8855,Defensor — alto market_value_eur
Sergio Vittor,ar ARG,DF,Banfield,37-009,1989.0,13,13,1008,11.2,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2679,0.0893,33.3,0.27,0.09,0.0,0.0,78.0,70.0,78.0,7,0,,0,0.92,7.0,16.0,-9.0,-0.8,-2.26,0,0.9821,0.2679,0,0.2679,2.1429,0.7143,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,100000.0,36.0,Argentina,37.0,Defensor,1,0,0.1043,-1.5736,Defensor mixto
Nicólas Watson,ar ARG,"MF,DF",Dep. Riestra,28-027,1998.0,12,8,736,8.177777777777777,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2446,0.1223,50.0,0.24,0.12,0.0,0.0,61.0,51.1,80.0,4,4,25.0,4,0.75,1.0,9.0,-8.0,-0.98,-1.11,0,2.6902,2.6902,0,2.4457,0.6114,1.8342,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,28.0,Argentina,28.0,Defensor,4,-1,-2.0012,1.114,Defensor — alto market_value_eur
Marcelo Weigandt,ar ARG,DF,Boca Juniors,26-158,2000.0,10,7,730,8.11111111111111,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3699,0.1233,33.3,0.37,0.12,0.0,0.0,73.0,50.7,90.0,7,3,33.0,5,1.55,12.0,4.0,8.0,0.99,0.35,0,0.863,0.4932,0,3.3288,2.0959,0.9863,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1700000.0,26.0,Argentina,26.0,Defensor,1,-1,-0.0272,-0.3742,Defensor mixto
Facundo Zabala,ar ARG,DF,Independiente,27-167,1999.0,14,13,1137,12.633333333333333,0.0,0.0792,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.7916,0.1583,20.0,0.79,0.16,0.0,0.0,81.0,79.0,84.0,10,1,45.0,0,1.4,20.0,15.0,5.0,0.4,0.69,0,2.058,0.9499,4,3.9578,1.504,1.7414,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1800000.0,27.0,Argentina,27.0,Defensor,0,-1,-0.5369,1.7605,Defensor defensivo puro
Nicolás Zalazar,ar ARG,DF,Aldosivi,29-140,1997.0,14,14,1242,13.8,0.0,0.0725,1,0,0,0,2,1,0.0,0.07,0.07,0.0,0.07,0.8696,0.2174,25.0,0.87,0.22,0.0,0.0,89.0,86.3,89.0,12,0,,0,0.5,6.0,18.0,-12.0,-0.87,-0.42,1,1.0145,0.5072,0,0.3623,1.2319,1.6667,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,29.0,Defensor,1,0,0.2141,0.1685,Defensor mixto
Matías Abaldo,uy URU,"MF,FW",Independiente,22-076,2004.0,15,15,1262,14.022222222222222,0.3566,0.0713,6,5,0,0,1,1,0.36,0.07,0.43,0.36,0.43,1.8542,0.9984,53.8,1.85,1.0,0.19,0.36,84.0,87.6,84.0,5,0,,0,1.31,21.0,19.0,2.0,0.14,-0.87,0,0.7132,0.4992,7,2.9952,0.2139,0.2139,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,5000000.0,22.0,Uruguay,22.0,Mediocampista,1,-1,-1.6452,2.3568,Mediocampista creador
Gonzalo Abrego,ar ARG,MF,CA San Lorenzo,26-162,2000.0,11,6,510,5.666666666666667,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8824,0.5294,60.0,0.88,0.53,0.0,0.0,46.0,35.4,68.0,1,5,21.0,3,1.36,4.0,4.0,0.0,0.0,0.0,0,1.4118,0.8824,0,1.7647,0.5294,0.5294,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,1500000.0,26.0,Argentina,26.0,Mediocampista,3,0,0.0699,-0.4642,Mediocampista ofensivo
Gustavo Abregú,ar ARG,MF,Instituto,28-349,1997.0,14,12,1073,11.922222222222222,0.0,0.0839,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,0.4194,0.0,0.0,0.42,0.0,0.0,0.0,77.0,74.5,84.0,6,2,35.0,1,1.43,14.0,10.0,4.0,0.34,1.32,0,0.5871,0.4194,1,0.0839,1.342,0.9226,,,0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,600000.0,28.0,Argentina,28.0,Mediocampista,2,0,1.4279,0.8231,Mediocampista mixto
